,bacterium,abundance
0,Lactobacillus,0.9972716443146448
1,Limosilactobacillus,0.0018829496983437729
3,Flavobacterium,9.606886216039657e-05
4,Enterococcus,7.685508972831726e-05
5,Atopobium,3.842754486415863e-05
6,Microbacterium,3.842754486415863e-05
7,Bacillus,3.842754486415863e-05
8,Ureaplasma,3.842754486415863e-05
9,Anaerococcus,3.842754486415863e-05
10,Streptococcus,1.9213772432079315e-05
11,Prevotella_7,1.9213772432079315e-05
12,Malikia,1.9213772432079315e-05
13,Megasphaera,1.9213772432079315e-05
14,Dialister,1.9213772432079315e-05
15,Prevotella,1.9213772432079315e-05
16,Corynebacterium,1.9213772432079315e-05
