,bacterium,abundance
0,Lactobacillus,0.9954939981532779
1,Limosilactobacillus,0.0013665743305632501
2,Prevotella,0.0008125577100646352
4,Flavobacterium,0.00025854108956602033
5,Limnohabitans,0.00022160664819944597
6,Corynebacterium,0.00014773776546629733
7,Atopobium,0.00014773776546629733
8,Streptococcus,0.00011080332409972299
9,Peptoniphilus,7.386888273314867e-05
10,Stenotrophomonas,7.386888273314867e-05
11,Bacillus,7.386888273314867e-05
12,Finegoldia,7.386888273314867e-05
13,CL500-29 marine group,3.6934441366574334e-05
14,Tabrizicola,3.6934441366574334e-05
15,Comamonas,3.6934441366574334e-05
16,Sphingomonas,3.6934441366574334e-05
17,Fastidiosipila,3.6934441366574334e-05
18,Mobiluncus,3.6934441366574334e-05
19,Paracoccus,3.6934441366574334e-05
